gender,workclass,education_num,marital_status,occupation,relationship,institute_type,asset_class_cd,portfolio_type,approved,approved_loan_amount,age,has_capital_loss,hours_per_week_log,inquiry_purpose_code_log,account_type_log
 Female, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Wife,PVT,S,R,1.0,1745000.0,50.0,0,3.6109179126442243,2.0794415416798357,1.791759469228055
 Male, Local-gov,10.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1977000.0,50.0,0,3.6635616461296463,2.6390573296152584,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Sales, Husband,PUB,S,I,1.0,130000.0,50.0,0,3.8066624897703196,4.605170185988092,3.871201010907891
 Male, Private,16.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,663000.0,52.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Self-emp-not-inc,4.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,I,1.0,813000.0,51.0,0,4.02535169073515,2.833213344056216,5.2574953720277815
 Female, Private,9.0, Married-civ-spouse, Adm-clerical, Wife,PVT,S,R,1.0,471000.0,53.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,736000.0,64.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,944000.0,57.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Sales, Husband,PVT,S,I,1.0,1080000.0,48.0,0,3.828641396489095,2.0794415416798357,4.875197323201151
 Male, Private,4.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,I,1.0,628000.0,35.0,0,3.713572066704308,2.833213344056216,5.159055299214529
 Male, Federal-gov,10.0, Married-civ-spouse, Adm-clerical, Husband,NBF,S,I,1.0,1959000.0,55.0,0,3.7376696182833684,2.833213344056216,5.247024072160486
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1257000.0,68.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Tech-support, Husband,PVT,S,R,1.0,421000.0,40.0,0,3.8918202981106265,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,189000.0,45.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Other-service, Husband,PVT,S,R,1.0,481000.0,61.0,1,3.58351893845611,2.0794415416798357,1.791759469228055
 Female, Local-gov,15.0, Never-married, Exec-managerial, Not-in-family,NBF,?,R,1.0,787000.0,56.0,0,3.970291913552122,4.605170185988092,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,1298000.0,31.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,293000.0,40.0,0,3.713572066704308,4.605170185988092,5.247024072160486
 Male, State-gov,14.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,162000.0,63.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,15.0, Never-married, Prof-specialty, Own-child,PVT,S,M,1.0,306000.0,39.0,0,3.7612001156935624,1.0986122886681098,4.07753744390572
 Female, Private,14.0, Never-married, Exec-managerial, Not-in-family,PVT,S,R,1.0,541000.0,35.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Female, Local-gov,10.0, Married-civ-spouse, Exec-managerial, Wife,PVT,S,R,1.0,488000.0,60.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,13.0, Divorced, Exec-managerial, Not-in-family,PVT,S,R,1.0,1124000.0,63.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Self-emp-inc,14.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,755000.0,51.0,1,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1263000.0,54.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1339000.0,49.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1345000.0,39.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,615000.0,52.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Self-emp-not-inc,10.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1410000.0,55.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,I,1.0,1019000.0,64.0,0,3.713572066704308,2.0794415416798357,5.247024072160486
 Male, Self-emp-inc,6.0, Never-married, Transport-moving, Not-in-family,PVT,S,I,1.0,155000.0,43.0,1,3.9318256327243257,2.0794415416798357,5.247024072160486
 Male, Private,10.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1069000.0,69.0,0,3.58351893845611,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,725000.0,44.0,0,3.9318256327243257,2.0794415416798357,1.791759469228055
 Female, Private,13.0, Married-civ-spouse, Prof-specialty, Wife,PVT,S,R,1.0,162000.0,31.0,1,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,13.0, Divorced, Exec-managerial, Not-in-family,PVT,S,I,1.0,376000.0,49.0,1,3.828641396489095,2.6390573296152584,4.820281565605037
 Male, Private,9.0, Married-civ-spouse, Transport-moving, Husband,NBF,S,I,1.0,1440000.0,52.0,0,3.713572066704308,4.605170185988092,5.159055299214529
 Male, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,1025000.0,59.0,1,3.8918202981106265,2.0794415416798357,1.791759469228055
 Male, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1081000.0,54.0,0,3.8066624897703196,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1221000.0,52.0,0,3.9318256327243257,1.0986122886681098,1.791759469228055
 Female, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Wife,PVT,S,R,1.0,127000.0,52.0,1,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,16.0, Divorced, Prof-specialty, Not-in-family,PVT,S,R,1.0,132000.0,38.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Local-gov,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,900000.0,48.0,1,3.8918202981106265,4.605170185988092,1.791759469228055
 Male, Self-emp-not-inc,10.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,0.0,547000.0,56.0,0,3.8918202981106265,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Divorced, Sales, Not-in-family,NBF,S,R,0.0,1532000.0,53.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Handlers-cleaners, Husband,PVT,S,I,0.0,223000.0,40.0,0,3.9318256327243257,2.6390573296152584,3.871201010907891
 Female, Private,10.0, Never-married, Farming-fishing, Not-in-family,PVT,S,R,0.0,1143000.0,30.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,0.0,1641000.0,49.0,0,3.828641396489095,2.3978952727983707,1.791759469228055
 Female, State-gov,8.0, Divorced, Other-service, Unmarried,PVT,S,R,0.0,1300000.0,63.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Never-married, Sales, Not-in-family,PVT,S,R,0.0,793000.0,29.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Never-married, Machine-op-inspct, Own-child,PVT,S,R,0.0,1608000.0,30.0,0,3.713572066704308,2.3978952727983707,1.791759469228055
 Male, Self-emp-not-inc,14.0, Never-married, Prof-specialty, Not-in-family,NBF,S,R,0.0,1200000.0,38.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Transport-moving, Husband,NBF,S,R,0.0,295000.0,39.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,11.0, Never-married, Tech-support, Other-relative,NBF,S,R,0.0,202000.0,33.0,0,3.6109179126442243,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Never-married, Handlers-cleaners, Own-child,NBF,S,R,0.0,1640000.0,30.0,0,3.9318256327243257,1.0986122886681098,1.791759469228055
 Female, Self-emp-not-inc,10.0, Divorced, Exec-managerial, Unmarried,PVT,S,R,0.0,1859000.0,43.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Female, Private,10.0, Divorced, Exec-managerial, Unmarried,PVT,S,R,0.0,1502000.0,58.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,10.0, Divorced, Exec-managerial, Not-in-family,PVT,S,R,0.0,526000.0,45.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,8.0, Divorced, Machine-op-inspct, Not-in-family,PVT,S,R,0.0,1892000.0,34.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Divorced, Tech-support, Other-relative,PVT,S,R,0.0,923000.0,44.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,10.0, Separated, Craft-repair, Not-in-family,PVT,S,R,0.0,894000.0,50.0,1,4.02535169073515,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Never-married, Sales, Not-in-family,NBF,S,R,0.0,573000.0,57.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Never-married, Other-service, Own-child,NBF,S,R,0.0,1947000.0,27.0,1,3.6109179126442243,2.6390573296152584,1.791759469228055
 Female, Private,10.0, Never-married, Transport-moving, Not-in-family,PVT,S,I,0.0,1594000.0,31.0,0,3.828641396489095,2.0794415416798357,4.820281565605037
 Female, Private,9.0, Widowed, Craft-repair, Not-in-family,PVT,S,R,0.0,687000.0,51.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Adm-clerical, Husband,PVT,?,I,0.0,926000.0,40.0,1,3.713572066704308,2.6390573296152584,4.804021044733257
 Male, Private,10.0, Never-married, Exec-managerial, Not-in-family,NBF,?,I,0.0,381000.0,36.0,0,3.970291913552122,2.6390573296152584,4.820281565605037
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband,PVT,S,I,0.0,1863000.0,62.0,0,3.828641396489095,2.3978952727983707,5.247024072160486
 Male, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband,PVT,S,R,0.0,155000.0,40.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Never-married, Craft-repair, Unmarried,NBF,L,R,0.0,674000.0,38.0,0,3.713572066704308,2.833213344056216,1.791759469228055
 Male, Private,5.0, Married-civ-spouse, Transport-moving, Husband,FOR,S,R,0.0,311000.0,31.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Private,10.0, Never-married, Transport-moving, Not-in-family,NBF,S,R,0.0,1253000.0,29.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Sales, Own-child,NBF,S,R,0.0,229000.0,27.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,4.0, Divorced, Craft-repair, Unmarried,NBF,S,R,0.0,220000.0,48.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,6.0, Married-civ-spouse, Machine-op-inspct, Own-child,NBF,S,R,0.0,1285000.0,30.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Divorced, Machine-op-inspct, Not-in-family,NBF,S,R,0.0,770000.0,46.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,10.0, Divorced, Sales, Not-in-family,PVT,S,R,0.0,1946000.0,58.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Divorced, Machine-op-inspct, Unmarried,PVT,S,R,0.0,294000.0,51.0,0,3.8918202981106265,0.6931471805599453,1.791759469228055
 Female, Private,9.0, Divorced, Adm-clerical, Unmarried,PVT,S,R,0.0,335000.0,45.0,0,3.713572066704308,2.833213344056216,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,0.0,1361000.0,60.0,0,3.8066624897703196,2.6390573296152584,1.791759469228055
 Female, Private,4.0, Divorced, Sales, Not-in-family,PVT,S,R,0.0,1589000.0,48.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Self-emp-inc,12.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,1634000.0,65.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, State-gov,10.0, Divorced, Adm-clerical, Not-in-family,PVT,S,R,0.0,311000.0,57.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband,PVT,S,R,0.0,946000.0,62.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,1624000.0,38.0,0,3.828641396489095,2.6390573296152584,1.791759469228055
 Female, Private,13.0, Never-married, Exec-managerial, Own-child,NBF,S,R,0.0,1894000.0,30.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband,PVT,S,R,0.0,1014000.0,35.0,0,3.7612001156935624,2.6390573296152584,1.791759469228055
 Male, State-gov,14.0, Divorced, Prof-specialty, Not-in-family,PVT,S,I,0.0,1316000.0,47.0,0,3.58351893845611,2.6390573296152584,4.820281565605037
 Male, Private,13.0, Never-married, Prof-specialty, Not-in-family,PVT,S,I,0.0,415000.0,35.0,0,3.9318256327243257,2.0794415416798357,5.2574953720277815
 Male, Private,9.0, Married-civ-spouse, Transport-moving, Husband,NBF,S,R,0.0,336000.0,31.0,0,3.828641396489095,2.6390573296152584,1.791759469228055
 Male, Private,15.0, Never-married, Tech-support, Not-in-family,PVT,S,R,0.0,1474000.0,37.0,0,4.02535169073515,2.833213344056216,1.791759469228055
 Male, Private,3.0, Married-civ-spouse, Handlers-cleaners, Husband,NBF,S,R,0.0,760000.0,47.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,1502000.0,64.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,9.0, Separated, Exec-managerial, Unmarried,NBF,S,I,0.0,286000.0,46.0,0,3.713572066704308,2.833213344056216,5.247024072160486
 Male, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband,FOR,S,R,0.0,1145000.0,28.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Female, Private,9.0, Never-married, Adm-clerical, Not-in-family,NBF,S,R,0.0,1587000.0,32.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Federal-gov,10.0, Widowed, Protective-serv, Not-in-family,PVT,S,R,0.0,1856000.0,68.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,347000.0,32.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband,NBF,S,I,0.0,503000.0,71.0,0,4.02535169073515,2.833213344056216,3.871201010907891
 Female, Private,5.0, Divorced, Sales, Unmarried,PVT,S,R,0.0,221000.0,62.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,13.0, Never-married, Adm-clerical, Own-child,NBF,?,R,0.0,832000.0,29.0,0,3.58351893845611,0.6931471805599453,1.791759469228055
 Male, Local-gov,10.0, Married-civ-spouse, Protective-serv, Husband,PVT,S,I,0.0,1041000.0,42.0,0,3.8918202981106265,4.605170185988092,4.875197323201151
 Male, Private,10.0, Married-civ-spouse, Tech-support, Husband,NBF,S,I,0.0,912000.0,41.0,0,3.828641396489095,4.605170185988092,5.429345628954441
 Female, Private,14.0, Married-civ-spouse, Exec-managerial, Wife,NBF,S,R,0.0,1212000.0,62.0,0,3.9318256327243257,2.833213344056216,1.791759469228055
 Female, Private,10.0, Never-married, Craft-repair, Other-relative,PVT,S,R,0.0,132000.0,29.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Divorced, Exec-managerial, Not-in-family,NBF,S,I,0.0,550000.0,44.0,0,3.713572066704308,2.833213344056216,5.247024072160486
 Male, Private,9.0, Never-married, Handlers-cleaners, Own-child,NBF,?,I,0.0,1475000.0,39.0,0,3.713572066704308,4.605170185988092,5.176149732573829
 Male, Private,3.0, Married-spouse-absent, Machine-op-inspct, Other-relative,PVT,S,R,0.0,1316000.0,53.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,9.0, Divorced, Adm-clerical, Unmarried,NBF,S,R,0.0,1358000.0,46.0,0,3.6635616461296463,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband,NBF,S,R,0.0,202000.0,48.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,7.0, Married-civ-spouse, Handlers-cleaners, Husband,NBF,S,R,0.0,1424000.0,57.0,0,3.713572066704308,2.3978952727983707,1.791759469228055
 Female, Private,9.0, Separated, Tech-support, Unmarried,PVT,S,R,0.0,1102000.0,43.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,7.0, Never-married, Machine-op-inspct, Own-child,NBF,S,I,0.0,780000.0,31.0,0,3.713572066704308,2.6390573296152584,5.176149732573829
 Male, Private,9.0, Divorced, Sales, Not-in-family,NBF,S,R,0.0,1234000.0,58.0,0,3.828641396489095,2.833213344056216,1.791759469228055
 Female, Private,9.0, Never-married, Adm-clerical, Not-in-family,NBF,S,I,0.0,1813000.0,34.0,0,3.713572066704308,2.6390573296152584,4.820281565605037
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,NBF,S,R,0.0,1024000.0,40.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband,NBF,L,I,0.0,1250000.0,37.0,0,3.828641396489095,2.6390573296152584,5.2574953720277815
 Female, Private,10.0, Divorced, Sales, Not-in-family,NBF,S,R,0.0,1377000.0,41.0,0,3.58351893845611,2.6390573296152584,1.791759469228055
 Female, Private,10.0, Never-married, Adm-clerical, Own-child,PVT,S,R,0.0,1796000.0,31.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,12.0, Divorced, Sales, Unmarried,PVT,S,R,0.0,1690000.0,47.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,5.0, Separated, Machine-op-inspct, Unmarried,NBF,L,I,0.0,408000.0,40.0,0,3.58351893845611,2.6390573296152584,4.820281565605037
 Male, Private,7.0, Married-civ-spouse, Handlers-cleaners, Husband,NBF,S,R,0.0,1923000.0,49.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,7.0, Married-civ-spouse, Other-service, Husband,PVT,S,R,0.0,983000.0,30.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,9.0, Separated, Machine-op-inspct, Unmarried,PVT,S,R,0.0,1042000.0,39.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,13.0, Never-married, Sales, Unmarried,NBF,S,R,0.0,698000.0,70.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Never-married, Exec-managerial, Not-in-family,NBF,S,R,0.0,148000.0,41.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Female, Private,10.0, Never-married, Other-service, Own-child,NBF,S,R,0.0,1382000.0,27.0,0,3.713572066704308,2.833213344056216,1.791759469228055
 Male, Private,10.0, Never-married, Craft-repair, Not-in-family,PVT,S,R,0.0,268000.0,37.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,15.0, Never-married, Prof-specialty, Not-in-family,NBF,S,R,0.0,1481000.0,38.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Female, Private,12.0, Never-married, Sales, Own-child,PVT,S,R,0.0,618000.0,30.0,0,3.713572066704308,2.3978952727983707,1.791759469228055
 Male, Private,10.0, Never-married, Adm-clerical, Own-child,NBF,S,R,0.0,375000.0,28.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Male, Private,9.0, Never-married, Handlers-cleaners, Not-in-family,PVT,S,R,0.0,1851000.0,30.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,10.0, Never-married, Prof-specialty, Not-in-family,NBF,S,R,0.0,747000.0,31.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, State-gov,9.0, Never-married, Other-service, Not-in-family,PVT,S,R,0.0,1593000.0,44.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,10.0, Divorced, Machine-op-inspct, Unmarried,NBF,S,R,0.0,257000.0,49.0,0,3.6635616461296463,1.9459101490553132,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,0.0,1214000.0,43.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Female, Private,11.0, Divorced, Prof-specialty, Not-in-family,NBF,S,R,0.0,1011000.0,48.0,0,3.713572066704308,1.791759469228055,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Farming-fishing, Husband,PVT,S,I,0.0,952000.0,39.0,0,3.9318256327243257,0.6931471805599453,5.176149732573829
 Female, Private,12.0, Never-married, Sales, Not-in-family,NBF,S,R,0.0,539000.0,38.0,0,3.8501476017100584,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,295000.0,56.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,9.0, Divorced, Other-service, Not-in-family,NBF,S,R,0.0,790000.0,51.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Adm-clerical, Husband,PVT,S,R,0.0,660000.0,37.0,0,3.58351893845611,2.0794415416798357,1.791759469228055
 Female, Private,13.0, Married-civ-spouse, Prof-specialty, Wife,NBF,S,R,0.0,178000.0,30.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,1461000.0,68.0,1,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,10.0, Divorced, Other-service, Unmarried,PVT,S,R,0.0,261000.0,40.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,13.0, Never-married, Prof-specialty, Not-in-family,HFC,S,R,0.0,1878000.0,39.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,13.0, Never-married, Other-service, Not-in-family,PVT,S,I,0.0,383000.0,30.0,0,3.713572066704308,1.0986122886681098,4.820281565605037
 Male, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,0.0,681000.0,38.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family,PVT,S,R,0.0,1603000.0,49.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,0.0,898000.0,57.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, State-gov,8.0, Never-married, Adm-clerical, Unmarried,PVT,S,R,0.0,167000.0,38.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,10.0, Never-married, Adm-clerical, Own-child,HFC,S,R,0.0,1259000.0,40.0,0,3.713572066704308,2.70805020110221,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,NBF,S,R,0.0,1024000.0,44.0,0,3.8066624897703196,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,204000.0,40.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,R,0.0,668000.0,38.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, State-gov,13.0, Never-married, Prof-specialty, Not-in-family,NBF,S,R,0.0,138000.0,35.0,0,3.9318256327243257,1.0986122886681098,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,0.0,1157000.0,46.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Never-married, Transport-moving, Own-child,NBF,S,I,0.0,1620000.0,29.0,0,3.713572066704308,2.833213344056216,5.247024072160486
 Female, Federal-gov,10.0, Divorced, Exec-managerial, Unmarried,PVT,S,R,0.0,1572000.0,45.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Divorced, Prof-specialty, Not-in-family,NBF,S,R,0.0,115000.0,60.0,1,3.713572066704308,0.6931471805599453,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Transport-moving, Husband,NBF,S,R,0.0,143000.0,35.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Federal-gov,13.0, Never-married, Exec-managerial, Own-child,PVT,S,R,0.0,1405000.0,41.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,9.0, Separated, Exec-managerial, Unmarried,PVT,S,R,0.0,1012000.0,53.0,0,3.6375861597263857,4.605170185988092,1.791759469228055
 Female, Private,11.0, Never-married, Exec-managerial, Not-in-family,PVT,S,R,0.0,346000.0,57.0,0,3.784189633918261,4.605170185988092,1.791759469228055
 Male, Private,9.0, Never-married, Other-service, Other-relative,NBF,S,R,0.0,603000.0,34.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, State-gov,9.0, Divorced, Exec-managerial, Not-in-family,NBF,S,R,0.0,495000.0,52.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,0.0,1186000.0,63.0,0,3.8918202981106265,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Never-married, Handlers-cleaners, Not-in-family,NBF,L,I,0.0,377000.0,26.0,0,3.713572066704308,2.6390573296152584,5.159055299214529
 Female, State-gov,9.0, Widowed, Prof-specialty, Unmarried,NBF,S,R,0.0,236000.0,72.0,0,3.58351893845611,2.833213344056216,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,0.0,1449000.0,44.0,0,4.02535169073515,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Never-married, Sales, Unmarried,PVT,S,R,0.0,1103000.0,44.0,0,3.7612001156935624,4.605170185988092,1.791759469228055
 Male, Local-gov,9.0, Never-married, Handlers-cleaners, Other-relative,NBF,S,R,0.0,521000.0,31.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,9.0, Divorced, Other-service, Unmarried,PVT,S,R,0.0,848000.0,44.0,0,3.4965075614664802,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,0.0,585000.0,29.0,0,3.58351893845611,2.6390573296152584,1.791759469228055
